"order_id","order_date","total_items","total_quantity","total_order_value","total_discount","bill_amount"
"ORD20250518_566765","2025-05-18","1","4","912.0","0.0","912.0"
"ORD20250518_567184","2025-05-18","4","16","4944.0","0.0","4944.0"
"ORD20250518_566830","2025-05-18","2","10","1410.0","0.24","1240.8"
"ORD20250518_566685","2025-05-18","3","15","6382.0","0.0","6382.0"
"ORD20250518_566754","2025-05-18","2","13","5840.0","0.24","5139.2"
"ORD20250518_567182","2025-05-18","3","13","7090.0","0.0","7090.0"
"ORD20250518_566824","2025-05-18","3","14","5338.0","0.36","4697.44"
"ORD20250518_566674","2025-05-18","2","4","1376.0","0.0","1376.0"
"ORD20250518_566735","2025-05-18","3","20","6974.0","0.0","6974.0"
"ORD20250518_567174","2025-05-18","1","3","1365.0","0.0","1365.0"
"ORD20250518_566823","2025-05-18","4","24","7065.0","0.0","7065.0"
"ORD20250518_567244","2025-05-18","4","20","7370.0","0.48","6485.6"
"ORD20250518_566730","2025-05-18","3","11","2732.0","0.36","2404.16"
"ORD20250518_567165","2025-05-18","1","3","1248.0","0.0","1248.0"
"ORD20250518_566822","2025-05-18","2","8","1320.0","0.0","1320.0"
"ORD20250518_567241","2025-05-18","3","13","5910.0","0.36","5200.8"
"ORD20250518_566728","2025-05-18","2","9","2844.0","0.24","2502.72"
"ORD20250518_567163","2025-05-18","3","15","5057.0","0.36","4450.16"
"ORD20250518_566818","2025-05-18","4","15","6044.0","0.48","5318.72"
"ORD20250518_567214","2025-05-18","3","21","4796.0","0.0","4796.0"
"ORD20250518_566715","2025-05-18","4","21","6835.0","0.48","6014.8"
"ORD20250518_567162","2025-05-18","2","16","5120.0","0.24","4505.6"
"ORD20250518_566816","2025-05-18","2","6","2475.0","0.24","2178.0"
"ORD20250518_567211","2025-05-18","3","9","3540.0","0.0","3540.0"
"ORD20250518_566710","2025-05-18","2","11","3660.0","0.24","3220.8"
"ORD20250518_567135","2025-05-18","1","1","325.0","0.12","286.0"
"ORD20250518_566810","2025-05-18","4","26","8972.0","0.0","8972.0"
"ORD20250518_567206","2025-05-18","3","7","2953.0","0.36","2598.64"
"ORD20250518_566675","2025-05-18","2","4","1200.0","0.24","1056.0"
"ORD20250518_567131","2025-05-18","1","3","1482.0","0.0","1482.0"
"ORD20250518_566796","2025-05-18","2","6","2940.0","0.24","2587.2"
"ORD20250518_567191","2025-05-18","3","19","4858.0","0.36","4275.04"
"ORD20250518_567235","2025-05-18","3","5","1510.0","0.36","1328.8"
"ORD20250518_567129","2025-05-18","4","20","7895.0","0.0","7895.0"
"ORD20250518_566791","2025-05-18","2","5","1480.0","0.24","1302.4"
"ORD20250518_567188","2025-05-18","4","14","7225.0","0.0","7225.0"
"ORD20250518_567234","2025-05-18","2","8","2710.0","0.24","2384.8"
"ORD20250518_567122","2025-05-18","4","18","7485.0","0.0","7485.0"
"ORD20250518_566786","2025-05-18","4","17","5580.0","0.48","4910.4"
"ORD20250518_567179","2025-05-18","4","20","7888.0","0.48","6941.44"
"ORD20250518_567217","2025-05-18","3","19","4963.0","0.36","4367.44"
"ORD20250518_567110","2025-05-18","1","7","1750.0","0.12","1540.0"
"ORD20250518_566784","2025-05-18","1","6","1950.0","0.0","1950.0"
"ORD20250518_567157","2025-05-18","4","24","13195.0","0.0","13195.0"
"ORD20250518_567213","2025-05-18","2","14","3430.0","0.0","3430.0"
"ORD20250518_567102","2025-05-18","1","5","1110.0","0.0","1110.0"
"ORD20250518_566772","2025-05-18","1","4","2400.0","0.12","2112.0"
"ORD20250518_567134","2025-05-18","4","28","7726.0","0.48","6798.88"
"ORD20250518_567212","2025-05-18","3","11","7565.0","0.36","6657.2"
"ORD20250518_567098","2025-05-18","2","10","2025.0","0.0","2025.0"
"ORD20250518_566771","2025-05-18","4","17","8460.0","0.48","7444.8"
"ORD20250518_567127","2025-05-18","4","26","11825.0","0.48","10406.0"
"ORD20250518_567203","2025-05-18","4","22","10696.0","0.48","9412.48"
"ORD20250518_567083","2025-05-18","3","19","8774.0","0.0","8774.0"
"ORD20250518_566758","2025-05-18","1","4","912.0","0.12","802.56"
"ORD20250518_567124","2025-05-18","1","7","3640.0","0.12","3203.2"
"ORD20250518_567202","2025-05-18","2","12","4995.0","0.24","4395.6"
"ORD20250518_567081","2025-05-18","1","7","1554.0","0.0","1554.0"
"ORD20250518_566748","2025-05-18","2","2","525.0","0.24","462.0"
"ORD20250518_567120","2025-05-18","3","21","8267.0","0.0","8267.0"
"ORD20250518_567201","2025-05-18","2","4","1460.0","0.0","1460.0"
"ORD20250518_567069","2025-05-18","4","26","10181.0","0.48","8959.28"
"ORD20250518_566746","2025-05-18","3","8","2324.0","0.0","2324.0"
"ORD20250518_567117","2025-05-18","3","9","2136.0","0.0","2136.0"
"ORD20250518_567193","2025-05-18","3","15","3985.0","0.0","3985.0"
"ORD20250518_567065","2025-05-18","1","4","1000.0","0.0","1000.0"
"ORD20250518_566743","2025-05-18","4","12","3990.0","0.0","3990.0"
"ORD20250518_567112","2025-05-18","1","9","2052.0","0.12","1805.76"
"ORD20250518_567175","2025-05-18","4","24","9808.0","0.48","8631.04"
"ORD20250518_567058","2025-05-18","3","8","1342.0","0.0","1342.0"
"ORD20250518_566729","2025-05-18","1","1","380.0","0.0","380.0"
"ORD20250518_567108","2025-05-18","2","10","2540.0","0.24","2235.2"
"ORD20250518_567145","2025-05-18","2","4","1510.0","0.24","1328.8"
"ORD20250518_567039","2025-05-18","4","18","6755.0","0.48","5944.4"
"ORD20250518_566725","2025-05-18","2","12","5820.0","0.24","5121.6"
"ORD20250518_567101","2025-05-18","4","18","4458.0","0.48","3923.04"
"ORD20250518_567133","2025-05-18","3","13","3243.0","0.36","2853.84"
"ORD20250518_567035","2025-05-18","4","22","9030.0","0.0","9030.0"
"ORD20250518_566717","2025-05-18","3","11","2970.0","0.0","2970.0"
"ORD20250518_567091","2025-05-18","4","20","6142.0","0.0","6142.0"
"ORD20250518_567128","2025-05-18","3","13","4814.0","0.0","4814.0"
"ORD20250518_567010","2025-05-18","1","3","1110.0","0.12","976.8"
"ORD20250518_566707","2025-05-18","4","20","7826.0","0.48","6886.88"
"ORD20250518_567072","2025-05-18","4","20","8776.0","0.0","8776.0"
"ORD20250518_567126","2025-05-18","4","24","8929.0","0.0","8929.0"
"ORD20250518_566987","2025-05-18","1","9","1998.0","0.0","1998.0"
"ORD20250518_566701","2025-05-18","1","1","325.0","0.12","286.0"
"ORD20250518_567062","2025-05-18","2","6","2916.0","0.24","2566.08"
"ORD20250518_567104","2025-05-18","4","18","3865.0","0.0","3865.0"
"ORD20250518_566986","2025-05-18","4","28","10220.0","0.48","8993.6"
"ORD20250518_566696","2025-05-18","4","16","6087.0","0.48","5356.56"
"ORD20250518_567060","2025-05-18","1","6","1332.0","0.12","1172.16"
"ORD20250518_567089","2025-05-18","2","12","4470.0","0.24","3933.6"
"ORD20250518_566984","2025-05-18","2","14","3840.0","0.0","3840.0"
"ORD20250518_566684","2025-05-18","3","9","3091.0","0.36","2720.08"
"ORD20250518_567057","2025-05-18","4","12","4375.0","0.0","4375.0"
"ORD20250518_567085","2025-05-18","1","1","320.0","0.12","281.6"
"ORD20250518_566970","2025-05-18","3","15","5416.0","0.36","4766.08"
"ORD20250518_567243","2025-05-18","3","3","1152.0","0.36","1013.76"
"ORD20250518_567052","2025-05-18","4","18","7592.0","0.48","6680.96"
"ORD20250518_567237","2025-05-18","2","10","3746.0","0.0","3746.0"
"ORD20250518_566964","2025-05-18","2","4","978.0","0.0","978.0"
"ORD20250518_567236","2025-05-18","1","1","250.0","0.12","220.0"
"ORD20250518_567049","2025-05-18","3","17","5222.0","0.0","5222.0"
"ORD20250518_567224","2025-05-18","1","3","750.0","0.12","660.0"
"ORD20250518_566950","2025-05-18","4","16","2944.0","0.0","2944.0"
"ORD20250518_567220","2025-05-18","4","24","5965.0","0.0","5965.0"
"ORD20250518_567034","2025-05-18","2","10","3040.0","0.0","3040.0"
"ORD20250518_567199","2025-05-18","4","22","5875.0","0.0","5875.0"
"ORD20250518_566949","2025-05-18","4","18","5062.0","0.48","4454.56"
"ORD20250518_567194","2025-05-18","1","9","2925.0","0.0","2925.0"
"ORD20250518_567030","2025-05-18","3","16","6940.0","0.0","6940.0"
"ORD20250518_567192","2025-05-18","2","16","7202.0","0.0","7202.0"
"ORD20250518_566944","2025-05-18","3","9","2141.0","0.0","2141.0"
"ORD20250518_567186","2025-05-18","4","26","6625.0","0.48","5830.0"
"ORD20250518_567027","2025-05-18","4","16","5615.0","0.48","4941.2"
"ORD20250518_567183","2025-05-18","1","3","750.0","0.12","660.0"
"ORD20250518_566936","2025-05-18","4","18","5759.0","0.0","5759.0"
"ORD20250518_567177","2025-05-18","4","28","12092.0","0.48","10640.96"
"ORD20250518_567026","2025-05-18","4","17","5568.0","0.48","4899.84"
"ORD20250518_567158","2025-05-18","4","10","3928.0","0.0","3928.0"
"ORD20250518_566925","2025-05-18","3","11","4185.0","0.36","3682.8"
"ORD20250518_567155","2025-05-18","1","1","228.0","0.0","228.0"
"ORD20250518_567023","2025-05-18","3","14","5244.0","0.36","4614.72"
"ORD20250518_567150","2025-05-18","4","10","2372.0","0.0","2372.0"
"ORD20250518_566922","2025-05-18","2","6","3315.0","0.24","2917.2"
"ORD20250518_567148","2025-05-18","3","23","8994.0","0.0","8994.0"
"ORD20250518_567017","2025-05-18","3","13","3410.0","0.36","3000.8"
"ORD20250518_567138","2025-05-18","3","9","2820.0","0.36","2481.6"
"ORD20250518_566913","2025-05-18","3","15","7066.0","0.0","7066.0"
"ORD20250518_567137","2025-05-18","4","24","7890.0","0.0","7890.0"
"ORD20250518_567011","2025-05-18","3","11","3040.0","0.0","3040.0"
"ORD20250518_567114","2025-05-18","1","3","1110.0","0.12","976.8"
"ORD20250518_566905","2025-05-18","1","7","2800.0","0.0","2800.0"
"ORD20250518_567109","2025-05-18","4","18","6297.0","0.0","6297.0"
"ORD20250518_566996","2025-05-18","4","28","8865.0","0.48","7801.2"
"ORD20250518_567106","2025-05-18","2","4","1632.0","0.24","1436.16"
"ORD20250518_566904","2025-05-18","1","4","1040.0","0.0","1040.0"
"ORD20250518_567099","2025-05-18","3","15","2760.0","0.0","2760.0"
"ORD20250518_566992","2025-05-18","3","21","8355.0","0.36","7352.4"
"ORD20250518_567096","2025-05-18","1","3","750.0","0.0","750.0"
"ORD20250518_566894","2025-05-18","1","1","320.0","0.12","281.6"
"ORD20250518_567087","2025-05-18","4","22","9258.0","0.0","9258.0"
"ORD20250518_566990","2025-05-18","4","20","8147.0","0.0","8147.0"
"ORD20250518_567077","2025-05-18","1","1","350.0","0.12","308.0"
"ORD20250518_566889","2025-05-18","3","15","5694.0","0.36","5010.72"
"ORD20250518_567076","2025-05-18","2","8","2525.0","0.0","2525.0"
"ORD20250518_566979","2025-05-18","2","12","4173.0","0.0","4173.0"
"ORD20250518_567067","2025-05-18","2","14","7345.0","0.0","7345.0"
"ORD20250518_566888","2025-05-18","4","15","7077.0","0.0","7077.0"
"ORD20250518_567055","2025-05-18","4","15","5718.0","0.0","5718.0"
"ORD20250518_566972","2025-05-18","4","26","7228.0","0.48","6360.64"
"ORD20250518_567053","2025-05-18","3","10","4681.0","0.0","4681.0"
"ORD20250518_566880","2025-05-18","3","11","2240.0","0.36","1971.2"
"ORD20250518_567040","2025-05-18","3","19","10555.0","0.0","10555.0"
"ORD20250518_566962","2025-05-18","1","1","494.0","0.12","434.72"
"ORD20250518_567036","2025-05-18","1","1","350.0","0.12","308.0"
"ORD20250518_566867","2025-05-18","4","16","6441.0","0.0","6441.0"
"ORD20250518_567031","2025-05-18","4","10","3180.0","0.0","3180.0"
"ORD20250518_566848","2025-05-18","3","20","8737.0","0.0","8737.0"
"ORD20250518_567022","2025-05-18","4","16","6519.0","0.48","5736.72"
"ORD20250517_566097","2025-05-17","3","15","3396.0","0.0","3396.0"
"ORD20250517_566673","2025-05-17","4","28","12378.0","0.0","12378.0"
"ORD20250517_566101","2025-05-17","4","17","8584.0","0.0","8584.0"
"ORD20250517_566099","2025-05-17","4","21","6328.0","0.0","6328.0"
"ORD20250517_566121","2025-05-17","2","7","2480.0","0.24","2182.4"
"ORD20250517_566670","2025-05-17","4","26","9512.0","0.0","9512.0"
"ORD20250517_566113","2025-05-17","3","17","5840.0","0.0","5840.0"
"ORD20250517_566105","2025-05-17","4","18","6660.0","0.48","5860.8"
"ORD20250517_566123","2025-05-17","2","13","5156.0","0.24","4537.28"
"ORD20250517_566669","2025-05-17","2","6","2010.0","0.0","2010.0"
"ORD20250517_566132","2025-05-17","4","15","4358.0","0.0","4358.0"
"ORD20250517_566109","2025-05-17","3","13","4812.0","0.36","4234.56"
"ORD20250517_566130","2025-05-17","1","3","1482.0","0.0","1482.0"
"ORD20250517_566660","2025-05-17","1","1","150.0","0.0","150.0"
"ORD20250517_566167","2025-05-17","1","6","2280.0","0.12","2006.4"
"ORD20250517_566110","2025-05-17","1","3","684.0","0.0","684.0"
"ORD20250517_566135","2025-05-17","3","15","6360.0","0.0","6360.0"
"ORD20250517_566653","2025-05-17","3","15","7072.0","0.36","6223.36"
"ORD20250517_566169","2025-05-17","3","16","6907.0","0.36","6078.16"
"ORD20250517_566117","2025-05-17","2","8","2830.0","0.24","2490.4"
"ORD20250517_566137","2025-05-17","3","6","1484.0","0.36","1305.92"
"ORD20250517_566628","2025-05-17","4","30","9460.0","0.0","9460.0"
"ORD20250517_566172","2025-05-17","1","4","1040.0","0.0","1040.0"
"ORD20250517_566142","2025-05-17","1","4","1000.0","0.0","1000.0"
"ORD20250517_566139","2025-05-17","1","6","2220.0","0.0","2220.0"
"ORD20250517_566627","2025-05-17","3","17","5958.0","0.0","5958.0"
"ORD20250517_566176","2025-05-17","3","6","2200.0","0.36","1936.0"
"ORD20250517_566145","2025-05-17","3","16","4254.0","0.0","4254.0"
"ORD20250517_566140","2025-05-17","4","20","4797.0","0.48","4221.36"
"ORD20250517_566621","2025-05-17","4","22","6616.0","0.0","6616.0"
"ORD20250517_566182","2025-05-17","1","7","2275.0","0.12","2002.0"
"ORD20250517_566147","2025-05-17","4","19","7795.0","0.0","7795.0"
"ORD20250517_566141","2025-05-17","1","3","630.0","0.12","554.4"
"ORD20250517_566619","2025-05-17","3","11","4310.0","0.36","3792.8"
"ORD20250517_566191","2025-05-17","4","17","4558.0","0.48","4011.04"
"ORD20250517_566149","2025-05-17","3","16","5890.0","0.0","5890.0"
"ORD20250517_566148","2025-05-17","4","20","6680.0","0.48","5878.4"
"ORD20250517_566614","2025-05-17","4","12","5260.0","0.48","4628.8"
"ORD20250517_566198","2025-05-17","2","10","3700.0","0.0","3700.0"
"ORD20250517_566158","2025-05-17","3","10","4890.0","0.36","4303.2"
"ORD20250517_566162","2025-05-17","2","2","472.0","0.24","415.36"
"ORD20250517_566610","2025-05-17","2","10","7605.0","0.24","6692.4"
"ORD20250517_566205","2025-05-17","2","5","1325.0","0.0","1325.0"
"ORD20250517_566163","2025-05-17","2","8","2464.0","0.24","2168.32"
"ORD20250517_566165","2025-05-17","3","10","4640.0","0.36","4083.2"
"ORD20250517_566598","2025-05-17","4","22","7840.0","0.48","6899.2"
"ORD20250517_566217","2025-05-17","2","5","2576.0","0.24","2266.88"
"ORD20250517_566170","2025-05-17","3","13","3848.0","0.36","3386.24"
"ORD20250517_566178","2025-05-17","2","8","1916.0","0.24","1686.08"
"ORD20250517_566596","2025-05-17","3","15","3625.0","0.36","3190.0"
"ORD20250517_566218","2025-05-17","2","5","2324.0","0.0","2324.0"
"ORD20250517_566175","2025-05-17","3","14","3920.0","0.0","3920.0"
"ORD20250517_566184","2025-05-17","3","11","3320.0","0.36","2921.6"
"ORD20250517_566592","2025-05-17","2","14","6860.0","0.24","6036.8"
"ORD20250517_566222","2025-05-17","3","15","3562.0","0.0","3562.0"
"ORD20250517_566187","2025-05-17","4","14","4740.0","0.48","4171.2"
"ORD20250517_566186","2025-05-17","3","9","2080.0","0.0","2080.0"
"ORD20250517_566589","2025-05-17","2","8","1536.0","0.0","1536.0"
"ORD20250517_566224","2025-05-17","4","11","4442.0","0.48","3908.96"
"ORD20250517_566192","2025-05-17","4","16","6500.0","0.0","6500.0"
"ORD20250517_566197","2025-05-17","2","8","4245.0","0.24","3735.6"
"ORD20250517_566582","2025-05-17","4","20","5374.0","0.0","5374.0"
"ORD20250517_566228","2025-05-17","3","14","6526.0","0.36","5742.88"
"ORD20250517_566208","2025-05-17","2","8","2910.0","0.0","2910.0"
"ORD20250517_566199","2025-05-17","3","8","2480.0","0.0","2480.0"
"ORD20250517_566565","2025-05-17","2","10","2196.0","0.24","1932.48"
"ORD20250517_566241","2025-05-17","3","19","6702.0","0.0","6702.0"
"ORD20250517_566209","2025-05-17","3","5","2355.0","0.36","2072.4"
"ORD20250517_566200","2025-05-17","3","17","6496.0","0.0","6496.0"
"ORD20250517_566556","2025-05-17","2","10","3670.0","0.0","3670.0"
"ORD20250517_566268","2025-05-17","3","16","5040.0","0.36","4435.2"
"ORD20250517_566213","2025-05-17","2","7","2730.0","0.24","2402.4"
"ORD20250517_566201","2025-05-17","1","3","960.0","0.0","960.0"
"ORD20250517_566555","2025-05-17","4","16","4930.0","0.0","4930.0"
"ORD20250517_566271","2025-05-17","2","5","2356.0","0.24","2073.28"
"ORD20250517_566233","2025-05-17","1","3","1140.0","0.0","1140.0"
"ORD20250517_566204","2025-05-17","3","14","7141.0","0.0","7141.0"
"ORD20250517_566547","2025-05-17","4","22","7010.0","0.48","6168.8"
"ORD20250517_566277","2025-05-17","2","10","3215.0","0.24","2829.2"
"ORD20250517_566239","2025-05-17","2","13","4540.0","0.24","3995.2"
"ORD20250517_566216","2025-05-17","2","7","1240.0","0.0","1240.0"
"ORD20250517_566538","2025-05-17","2","2","570.0","0.24","501.6"
"ORD20250517_566295","2025-05-17","3","16","7250.0","0.0","7250.0"
"ORD20250517_566253","2025-05-17","3","8","3120.0","0.36","2745.6"
"ORD20250517_566221","2025-05-17","3","20","8338.0","0.0","8338.0"
"ORD20250517_566527","2025-05-17","1","5","1600.0","0.0","1600.0"
"ORD20250517_566308","2025-05-17","3","12","6090.0","0.0","6090.0"
"ORD20250517_566257","2025-05-17","1","6","1920.0","0.12","1689.6"
"ORD20250517_566231","2025-05-17","3","13","4900.0","0.0","4900.0"
"ORD20250517_566525","2025-05-17","4","26","11577.0","0.48","10187.76"
"ORD20250517_566316","2025-05-17","3","5","1251.0","0.36","1100.88"
"ORD20250517_566263","2025-05-17","4","25","13442.0","0.48","11828.96"
"ORD20250517_566238","2025-05-17","2","9","2382.0","0.0","2382.0"
"ORD20250517_566520","2025-05-17","2","6","2630.0","0.0","2630.0"
"ORD20250517_566322","2025-05-17","3","11","2620.0","0.0","2620.0"
"ORD20250517_566270","2025-05-17","4","17","6436.0","0.0","6436.0"
"ORD20250517_566244","2025-05-17","1","3","750.0","0.12","660.0"
"ORD20250517_566508","2025-05-17","4","18","5200.0","0.48","4576.0"
"ORD20250517_566329","2025-05-17","1","7","2660.0","0.0","2660.0"
"ORD20250517_566284","2025-05-17","2","9","3180.0","0.0","3180.0"
"ORD20250517_566247","2025-05-17","1","6","2160.0","0.0","2160.0"
"ORD20250517_566504","2025-05-17","4","22","7150.0","0.0","7150.0"
"ORD20250517_566331","2025-05-17","3","5","2275.0","0.36","2002.0"
"ORD20250517_566287","2025-05-17","2","7","5161.0","0.0","5161.0"
"ORD20250517_566258","2025-05-17","4","13","5500.0","0.0","5500.0"
"ORD20250517_566489","2025-05-17","1","4","1664.0","0.12","1464.32"
"ORD20250517_566340","2025-05-17","4","18","7064.0","0.48","6216.32"
"ORD20250517_566291","2025-05-17","4","17","4060.0","0.48","3572.8"
"ORD20250517_566261","2025-05-17","3","10","3116.0","0.36","2742.08"
"ORD20250517_566487","2025-05-17","3","12","3100.0","0.0","3100.0"
"ORD20250517_566342","2025-05-17","3","27","7578.0","0.36","6668.64"
"ORD20250517_566293","2025-05-17","2","5","1508.0","0.24","1327.04"
"ORD20250517_566262","2025-05-17","1","6","1920.0","0.12","1689.6"
"ORD20250517_566470","2025-05-17","3","21","10892.0","0.0","10892.0"
"ORD20250517_566343","2025-05-17","3","13","3738.0","0.0","3738.0"
"ORD20250517_566294","2025-05-17","1","7","1750.0","0.12","1540.0"
"ORD20250517_566264","2025-05-17","1","1","370.0","0.12","325.6"
"ORD20250517_566469","2025-05-17","1","7","840.0","0.12","739.2"
"ORD20250517_566345","2025-05-17","4","24","5340.0","0.48","4699.2"
"ORD20250517_566307","2025-05-17","4","20","6956.0","0.0","6956.0"
"ORD20250517_566273","2025-05-17","1","6","2280.0","0.12","2006.4"
"ORD20250517_566311","2025-05-17","1","1","600.0","0.0","600.0"
"ORD20250517_566359","2025-05-17","1","7","5460.0","0.12","4804.8"
"ORD20250517_566324","2025-05-17","1","6","2496.0","0.12","2196.48"
"ORD20250517_566274","2025-05-17","1","7","1400.0","0.12","1232.0"
"ORD20250517_566301","2025-05-17","2","10","5080.0","0.0","5080.0"
"ORD20250517_566393","2025-05-17","3","19","5271.0","0.0","5271.0"
"ORD20250517_566326","2025-05-17","1","6","2964.0","0.0","2964.0"
"ORD20250517_566281","2025-05-17","2","6","1656.0","0.0","1656.0"
"ORD20250517_566299","2025-05-17","3","15","4370.0","0.0","4370.0"
"ORD20250517_566394","2025-05-17","1","3","1110.0","0.12","976.8"
"ORD20250517_566328","2025-05-17","3","17","9310.0","0.36","8192.8"
"ORD20250517_566298","2025-05-17","3","15","3680.0","0.0","3680.0"
"ORD20250517_566289","2025-05-17","1","7","1820.0","0.12","1601.6"
"ORD20250517_566415","2025-05-17","1","5","1140.0","0.0","1140.0"
"ORD20250517_566333","2025-05-17","4","12","3934.0","0.0","3934.0"
"ORD20250517_566302","2025-05-17","1","3","750.0","0.12","660.0"
"ORD20250517_566288","2025-05-17","4","19","8198.0","0.48","7214.24"
"ORD20250517_566418","2025-05-17","1","9","3420.0","0.0","3420.0"
"ORD20250517_566335","2025-05-17","1","6","3600.0","0.0","3600.0"
"ORD20250517_566305","2025-05-17","3","12","4383.0","0.36","3857.04"
"ORD20250517_566285","2025-05-17","1","7","2240.0","0.0","2240.0"
"ORD20250517_566446","2025-05-17","2","14","3710.0","0.24","3264.8"
"ORD20250517_566336","2025-05-17","1","3","1482.0","0.12","1304.16"
"ORD20250517_566306","2025-05-17","1","4","1800.0","0.0","1800.0"
"ORD20250517_566265","2025-05-17","4","10","2815.0","0.48","2477.2"
"ORD20250517_566451","2025-05-17","2","12","5106.0","0.24","4493.28"
"ORD20250517_566363","2025-05-17","1","7","3458.0","0.12","3043.04"
"ORD20250517_566313","2025-05-17","1","7","2275.0","0.12","2002.0"
"ORD20250517_566252","2025-05-17","1","6","1500.0","0.12","1320.0"
"ORD20250517_566457","2025-05-17","1","3","975.0","0.0","975.0"
"ORD20250517_566368","2025-05-17","1","7","2450.0","0.0","2450.0"
"ORD20250517_566315","2025-05-17","2","4","1544.0","0.24","1358.72"
"ORD20250517_566250","2025-05-17","3","14","3552.0","0.0","3552.0"
"ORD20250517_566530","2025-05-17","1","1","481.0","0.12","423.28"
"ORD20250517_566377","2025-05-17","3","21","5442.0","0.0","5442.0"
"ORD20250517_566317","2025-05-17","3","18","9167.0","0.36","8066.96"
"ORD20250517_566249","2025-05-17","4","16","7548.0","0.48","6642.24"
"ORD20250517_566536","2025-05-17","2","10","2770.0","0.24","2437.6"
"ORD20250517_566385","2025-05-17","1","3","750.0","0.0","750.0"
"ORD20250517_566319","2025-05-17","4","16","6636.0","0.48","5839.68"
"ORD20250517_566243","2025-05-17","2","11","3400.0","0.0","3400.0"
"ORD20250517_566548","2025-05-17","3","21","9102.0","0.0","9102.0"
"ORD20250517_566398","2025-05-17","4","12","3942.0","0.48","3468.96"
"ORD20250517_566321","2025-05-17","2","10","4264.0","0.24","3752.32"
"ORD20250517_566230","2025-05-17","3","11","2838.0","0.0","2838.0"
"ORD20250517_566563","2025-05-17","1","9","1800.0","0.12","1584.0"
"ORD20250517_566402","2025-05-17","3","19","5090.0","0.0","5090.0"
"ORD20250517_566334","2025-05-17","1","7","2590.0","0.0","2590.0"
"ORD20250517_566220","2025-05-17","3","13","5947.0","0.0","5947.0"
"ORD20250517_566566","2025-05-17","3","25","8386.0","0.36","7379.68"
"ORD20250517_566406","2025-05-17","4","18","6138.0","0.48","5401.44"
"ORD20250517_566347","2025-05-17","1","7","1820.0","0.0","1820.0"
"ORD20250517_566195","2025-05-17","3","14","7214.0","0.0","7214.0"
"ORD20250517_566569","2025-05-17","3","11","4120.0","0.0","4120.0"
"ORD20250517_566410","2025-05-17","3","17","6385.0","0.36","5618.8"
"ORD20250517_566352","2025-05-17","2","10","3355.0","0.0","3355.0"
"ORD20250517_566190","2025-05-17","3","19","4488.0","0.36","3949.44"
"ORD20250517_566570","2025-05-17","3","13","3690.0","0.0","3690.0"
"ORD20250517_566428","2025-05-17","2","11","3450.0","0.0","3450.0"
"ORD20250517_566361","2025-05-17","3","15","5862.0","0.36","5158.56"
"ORD20250517_566183","2025-05-17","1","1","380.0","0.12","334.4"
"ORD20250517_566572","2025-05-17","2","6","1803.0","0.24","1586.64"
"ORD20250517_566438","2025-05-17","4","11","5229.0","0.0","5229.0"
"ORD20250517_566364","2025-05-17","4","22","10605.0","0.0","10605.0"
"ORD20250517_566179","2025-05-17","3","7","2315.0","0.0","2315.0"
"ORD20250517_566575","2025-05-17","3","17","3442.0","0.36","3028.96"
"ORD20250517_566442","2025-05-17","1","3","1140.0","0.0","1140.0"
"ORD20250517_566367","2025-05-17","2","8","2625.0","0.24","2310.0"
"ORD20250517_566160","2025-05-17","4","10","3668.0","0.0","3668.0"
"ORD20250517_566581","2025-05-17","1","9","1890.0","0.12","1663.2"
"ORD20250517_566459","2025-05-17","4","23","6990.0","0.0","6990.0"
"ORD20250517_566370","2025-05-17","2","12","3270.0","0.24","2877.6"
"ORD20250517_566314","2025-05-17","4","16","3968.0","0.0","3968.0"
"ORD20250517_566587","2025-05-17","1","3","750.0","0.0","750.0"
"ORD20250517_566463","2025-05-17","2","4","1898.0","0.24","1670.24"
"ORD20250517_566372","2025-05-17","4","12","4820.0","0.48","4241.6"
"ORD20250517_566318","2025-05-17","3","13","3968.0","0.36","3491.84"
"ORD20250517_566607","2025-05-17","1","3","750.0","0.0","750.0"
"ORD20250517_566482","2025-05-17","4","11","5096.0","0.48","4484.48"
"ORD20250517_566374","2025-05-17","4","20","5638.0","0.0","5638.0"
"ORD20250517_566349","2025-05-17","3","19","7133.0","0.0","7133.0"
"ORD20250517_566612","2025-05-17","3","25","13254.0","0.0","13254.0"
"ORD20250517_566485","2025-05-17","1","1","210.0","0.0","210.0"
"ORD20250517_566392","2025-05-17","3","11","3982.0","0.36","3504.16"
"ORD20250517_566353","2025-05-17","2","10","3385.0","0.0","3385.0"
"ORD20250517_566617","2025-05-17","3","13","3594.0","0.36","3162.72"
"ORD20250517_566486","2025-05-17","4","22","7004.0","0.0","7004.0"
"ORD20250517_566401","2025-05-17","3","23","7570.0","0.36","6661.6"
"ORD20250517_566355","2025-05-17","2","16","5170.0","0.0","5170.0"
"ORD20250517_566624","2025-05-17","4","16","4248.0","0.48","3738.24"
"ORD20250517_566493","2025-05-17","3","23","5480.0","0.0","5480.0"
"ORD20250517_566403","2025-05-17","3","9","2286.0","0.36","2011.68"
"ORD20250517_566356","2025-05-17","1","7","2520.0","0.0","2520.0"
"ORD20250517_566641","2025-05-17","3","25","8610.0","0.36","7576.8"
"ORD20250517_566496","2025-05-17","2","14","3600.0","0.0","3600.0"
"ORD20250517_566404","2025-05-17","3","15","4180.0","0.36","3678.4"
"ORD20250517_566375","2025-05-17","1","3","1482.0","0.0","1482.0"
